"","id","reference","authors","consortium","title","journal","pubmed","remark"
"262",14728001,"1  (bases 1 to 1062)","Holmes,I.",NA,"ROTAVIRUS","Patent: WO 8505122-A1 1 21-NOV-1985;	The University of Melbourne",NA,NA
"263",14730001,"1  (bases 1 to 27)","Allet,B.",NA,"A MODIFIED GAMMA INTERFERON, DNA SEQUENCES ENCODING IT AND	PROCESSES FOR PRODUCING IT","Patent: WO 8504186-A2 2 26-SEP-1985;	Biogen N.V",NA,NA
"264",14731001,"1  (bases 1 to 18)","Allet,B.",NA,"A MODIFIED GAMMA INTERFERON, DNA SEQUENCES ENCODING IT AND	PROCESSES FOR PRODUCING IT","Patent: WO 8504186-A2 3 26-SEP-1985;	Biogen N.V",NA,NA
"265",14732001,"1  (bases 1 to 306)","Mach,B.",NA,"DNA SEQUENCES, RECOMBINANT DNA AND PROCESSES FOR PRODUCING ANTIGENS	OF PLASMODIUM FALCIPARUM","Patent: WO 8503725-A1 2 29-AUG-1985;	Biogen N.V",NA,NA
"266",14733001,"1  (bases 1 to 737)","Mach,B.",NA,"DNA SEQUENCES, RECOMBINANT DNA AND PROCESSES FOR PRODUCING ANTIGENS	OF PLASMODIUM FALCIPARUM","Patent: WO 8503725-A1 4 29-AUG-1985;	Biogen N.V",NA,NA
"267",14734001,"1  (bases 1 to 180)","Kok,J.",NA,"","Patent: WO 8503945-A1 1 12-SEP-1985;	Unilever N.V",NA,NA
"268",14735001,"1  (bases 1 to 21)","Kok,J.",NA,"","Patent: WO 8503945-A1 4 12-SEP-1985;	Unilever N.V",NA,NA
"269",14736001,"1  (bases 1 to 143)","Grandi,G., Franchi,E., Maisano,F. and Astrua Testori,S.",NA,"A method for the preparation of human growth hormone","Patent: EP 0306673-A1 3 15-MAR-1989;	ENIRICERCHE S.p.A",NA,NA
"270",14737001,"1  (bases 1 to 43)","Brewer,S.J. and Sassenfeld,H.M.",NA,"Process for the preparation of polypeptides utilizing a charged	amino acid polymer and exopeptidase","Patent: EP 0306610-A1 3 15-MAR-1989;	G.D. Searle & Co",NA,NA
"271",14738001,"1  (bases 1 to 1254)","Certa,U.",NA,"Antimalaria vaccines","Patent: EP 0309746-A1 16 05-APR-1989;	F. HOFFMANN-LA ROCHE AG",NA,NA
"272",14740001,"1  (bases 1 to 51)","Jensen,S.E., Westlake,D.W.S., Leskiw,B.K., Aharonowitz,Y. and	Mevarech,M.",NA,"Cloning and nucleotide sequence determination of the isopenicillin	N synthetase gene from streptomyces clavuligerus","Patent: EP 0303364-A1 1 15-FEB-1989;	The Governors of the University of Alberta",NA,NA
"273",14741001,"1  (bases 1 to 990)","Jensen,S.E., Westlake,D.W.S., Leskiw,B.K., Aharonowitz,Y. and	Mevarech,M.",NA,"Cloning and nucleotide sequence determination of the isopenicillin	N synthetase gene from streptomyces clavuligerus","Patent: EP 0303364-A1 2 15-FEB-1989;	The Governors of the University of Alberta",NA,NA
"274",14743001,"1  (bases 1 to 559)","Hudson,P.J., Tregear,G.W. and Niall,H.D.",NA,"Molecular cloning and characterization of a further gene sequence	coding for human relaxin","Patent: EP 0303033-A2 2 15-FEB-1989;	HOWARD FLOREY INSTITUTE OF EXPERIMENTAL PHYSIOLOGY AND MEDICINE",NA,NA
"275",14744001,"1  (bases 1 to 558)","Hudson,P.J., Tregear,G.W. and Niall,H.D.",NA,"Molecular cloning and characterization of a further gene sequence	coding for human relaxin","Patent: EP 0303033-A2 3 15-FEB-1989;	HOWARD FLOREY INSTITUTE OF EXPERIMENTAL PHYSIOLOGY AND MEDICINE",NA,NA
"276",14746001,"1  (bases 1 to 15)","Kok,J.",NA,"","Patent: WO 8503945-A1 6 12-SEP-1985;	Unilever N.V",NA,NA
"277",14747001,"1  (bases 1 to 45)","Kok,J.",NA,"","Patent: WO 8503945-A1 7 12-SEP-1985;	Unilever N.V",NA,NA
"278",14748001,"1  (bases 1 to 1336)","Williamson,R.",NA,"","Patent: WO 8500381-A1 3 31-JAN-1985;	CellTech Ltd",NA,NA
"279",14750001,"1  (bases 1 to 22)","Heighway,J.",NA,"GENETICALLY ENGINEERED PROCESSING OF MICRO-ORGANISM CULTURES AND	DNA RELATED THERETO","Patent: WO 9010065-A1 1 07-SEP-1990;	Cancer Research Campaign Tech. Ltd",NA,NA
"280",14751001,"1  (bases 1 to 22)","Heighway,J.",NA,"GENETICALLY ENGINEERED PROCESSING OF MICRO-ORGANISM CULTURES AND	DNA RELATED THERETO","Patent: WO 9010065-A1 2 07-SEP-1990;	Cancer Research Campaign Tech. Ltd",NA,NA
"281",14752001,"1  (bases 1 to 46)","Heighway,J.",NA,"GENETICALLY ENGINEERED PROCESSING OF MICRO-ORGANISM CULTURES AND	DNA RELATED THERETO","Patent: WO 9010065-A1 3 07-SEP-1990;	Cancer Research Campaign Tech. Ltd",NA,NA
"282",14753001,"1  (bases 1 to 46)","Heighway,J.",NA,"GENETICALLY ENGINEERED PROCESSING OF MICRO-ORGANISM CULTURES AND	DNA RELATED THERETO","Patent: WO 9010065-A1 4 07-SEP-1990;	Cancer Research Campaign Tech. Ltd",NA,NA
"283",14754001,"1  (bases 1 to 141)","Heighway,J.",NA,"GENETICALLY ENGINEERED PROCESSING OF MICRO-ORGANISM CULTURES AND	DNA RELATED THERETO","Patent: WO 9010065-A1 5 07-SEP-1990;	Cancer Research Campaign Tech. Ltd",NA,NA
"284",14755001,"1  (bases 1 to 141)","Heighway,J.",NA,"GENETICALLY ENGINEERED PROCESSING OF MICRO-ORGANISM CULTURES AND	DNA RELATED THERETO","Patent: WO 9010065-A1 6 07-SEP-1990;	Cancer Research Campaign Tech. Ltd",NA,NA
"285",14756001,"1  (bases 1 to 1062)","Dyall-Smith,M.L.",NA,"MOLECULAR CLONING OF HUMAN ROTAVIRUS SEROTYPE 4 GENE 9 ENCODING	VP7, THE MAJOR OUTER CAPSID NEUTRALISATION SPECIFIC GLYCOPROTEIN	AND EXPRESSION OF VP7 AND FRAGMENTS THEREOF FOR USE IN A VACCINE","Patent: WO 8901514-A1 1 23-FEB-1989;	The University of Melbourne",NA,NA
"286",14758001,"1  (bases 1 to 2133)",".",NA,"RECOMBINANT DNA EXPRESSION VECTORS","Patent: WO 8901036-A1 1 09-FEB-1989;",NA,NA
"287",14759001,"1  (bases 1 to 2129)",".",NA,"RECOMBINANT DNA EXPRESSION VECTORS","Patent: WO 8901036-A1 2 09-FEB-1989;",NA,NA
"288",14760001,"1  (bases 1 to 149)","Huber,M., Gitler,C., Revel,M., Mirelman,D., Garfinkel,L.I. and	Giladi,M.",NA,"","Patent: GB 2223307-A 5 04-APR-1990;	Yeda Res. and Dev. Company Limited",NA,NA
"289",14761001,"1  (bases 1 to 139)","Huber,M., Gitler,C., Revel,M., Mirelman,D., Garfinkel,L.I. and	Giladi,M.",NA,"","Patent: GB 2223307-A 6 04-APR-1990;	Yeda Res. and Dev. Company Limited",NA,NA
"290",22766001,"1  (bases 1 to 641)","Horisberger,M.A., Hochkeppel,H.K. and Content,J.",NA,"Interferon-induced human protein in pure form, monoclonal	antibodies thereto, and test kits containing these antibodies","Patent: EP 0242329-A2 1 21-OCT-1987;	CIBA-GEIGY AG",NA,NA
"291",22768001,"1  (bases 1 to 2382)","Cassani,G., Blasi,F., Robbiati,F.M. and Nolli,M.",NA,"Modified plasminogen activators","Patent: EP 0308716-A2 3 29-MAR-1989;	GRUPPO LEPETIT S.P.A.; GRUPPO LEPETIT S.p.A",NA,NA
"292",38630001,"1  (bases 1 to 1155)","Hastrup,S.",NA,"Gene expression system","Patent: EP 0242220-A2 1 21-OCT-1987;	NOVO NORDISK A/S; Bagsvaerd, ; Denmark",NA,NA
"293",38632001,"1  (bases 1 to 82)","Hastrup,S.",NA,"Gene expression system","Patent: EP 0242220-A2 3 21-OCT-1987;	NOVO NORDISK A/S; Bagsvaerd, ; Denmark",NA,NA
"294",38633001,"1  (bases 1 to 82)","Hastrup,S.",NA,"Gene expression system","Patent: EP 0242220-A2 4 21-OCT-1987;	NOVO NORDISK A/S; Bagsvaerd, ; Denmark",NA,NA
"295",38634001,"1  (bases 1 to 82)","Hastrup,S.",NA,"Gene expression system","Patent: EP 0242220-A2 6 21-OCT-1987;	NOVO NORDISK A/S; Bagsvaerd, ; Denmark",NA,NA
"296",38635001,"1  (bases 1 to 82)","Hastrup,S.",NA,"Gene expression system","Patent: EP 0242220-A2 7 21-OCT-1987;	NOVO NORDISK A/S; Bagsvaerd, ; Denmark",NA,NA
"297",38636001,"1  (bases 1 to 53)","Vega,D.P., Martinez,A.G., Falgueras,M.S., Mellado,R.P. and	Redondo,A.M.",NA,"Streptomyces expression vectors","Patent: EP 0310436-A2 1 05-APR-1989;	Antibioticos, S.A",NA,NA
"298",57971001,"1  (bases 1 to 30)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 3 30-SEP-1987;	BAYER AG",NA,NA
"299",57972001,"1  (bases 1 to 18)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 4 30-SEP-1987;	BAYER AG",NA,NA
"300",57973001,"1  (bases 1 to 26)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 5 30-SEP-1987;	BAYER AG",NA,NA
"301",57974001,"1  (bases 1 to 18)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 7 30-SEP-1987;	BAYER AG",NA,NA
"302",57975001,"1  (bases 1 to 20)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 8 30-SEP-1987;	BAYER AG",NA,NA
"303",57976001,"1  (bases 1 to 30)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 9 30-SEP-1987;	BAYER AG",NA,NA
"304",57977001,"1  (bases 1 to 27)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 10 30-SEP-1987;	BAYER AG",NA,NA
"305",57978001,"1  (bases 1 to 30)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 11 30-SEP-1987;	BAYER AG",NA,NA
"306",57979001,"1  (bases 1 to 29)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 12 30-SEP-1987;	BAYER AG",NA,NA
"307",57980001,"1  (bases 1 to 30)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 13 30-SEP-1987;	BAYER AG",NA,NA
"308",57981001,"1  (bases 1 to 27)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 14 30-SEP-1987;	BAYER AG",NA,NA
"309",57982001,"1  (bases 1 to 30)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 15 30-SEP-1987;	BAYER AG",NA,NA
"310",57983001,"1  (bases 1 to 30)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 16 30-SEP-1987;	BAYER AG",NA,NA
"311",57984001,"1  (bases 1 to 21)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 18 30-SEP-1987;	BAYER AG",NA,NA
"312",57985001,"1  (bases 1 to 45)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 19 30-SEP-1987;	BAYER AG",NA,NA
"313",57986001,"1  (bases 1 to 45)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 22 30-SEP-1987;	BAYER AG",NA,NA
"314",57987001,"1  (bases 1 to 45)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 25 30-SEP-1987;	BAYER AG",NA,NA
"315",57988001,"1  (bases 1 to 194)","Auerswald,E.A., Schroeder,W., Schnabel,E., Bruns,W., Reinhardt,G.	and Kotick,M.",NA,"Aprotinin homologues produced by genetic engineering","Patent: EP 0238993-A2 28 30-SEP-1987;	BAYER AG",NA,NA
"316",57989001,"1  (bases 1 to 1179)","Mattes,R.",NA,"Tissue plasminogen activator (tPA) derivative and its production","Patent: EP 0242836-A1 5 28-OCT-1987;	BOEHRINGER MANNHEIM GMBH",NA,NA
"317",57991001,"1  (bases 1 to 1179)","Mattes,R.",NA,"Method for preparing plasminogen activators in procaryotes","Patent: EP 0242835-A1 3 28-OCT-1987;	BOEHRINGER MANNHEIM GMBH",NA,NA
"318",57993001,"1  (bases 1 to 143)","Grandi,G., Franchi,E., Maisano,F. and Astrua Testori,S.",NA,"A method for the preparation of human growth hormone","Patent: EP 0306673-A1 2 15-MAR-1989;	ENIRICERCHE S.p.A",NA,NA
"319",57995001,"1  (bases 1 to 43)","Brewer,S.J. and Sassenfeld,H.M.",NA,"Process for the preparation of polypeptides utilizing a charged	amino acid polymer and exopeptidase","Patent: EP 0306610-A1 2 15-MAR-1989;	G.D. Searle & Co",NA,NA
"320",57997001,"1  (bases 1 to 28)","Meulien,P. and Pavirani,A.",NA,"Factor VIII analog, process for its preparation and composition	containing it","Patent: EP 0303540-A1 1 15-FEB-1989;	MORETTIN, Enrico",NA,NA
"321",58310001,"1  (bases 1 to 20)","Horisberger,M.A., Hochkeppel,H.K. and Content,J.",NA,"Interferon-induced human protein in pure form, monoclonal	antibodies thereto, and test kits containing these antibodies","Patent: EP 0242329-A2 3 21-OCT-1987;	CIBA-GEIGY AG",NA,NA
"322",58311001,"1  (bases 1 to 17)","Horisberger,M.A., Hochkeppel,H.K. and Content,J.",NA,"Interferon-induced human protein in pure form, monoclonal	antibodies thereto, and test kits containing these antibodies","Patent: EP 0242329-A2 4 21-OCT-1987;	CIBA-GEIGY AG",NA,NA
"323",58312001,"1  (bases 1 to 21)","Horisberger,M.A., Hochkeppel,H.K. and Content,J.",NA,"Interferon-induced human protein in pure form, monoclonal	antibodies thereto, and test kits containing these antibodies","Patent: EP 0242329-A2 5 21-OCT-1987;	CIBA-GEIGY AG",NA,NA
"324",58313001,"1  (bases 1 to 1704)","Schroeder,G., Schroeder,J., Hain,R. and Schreier,P.H.",NA,"Stilbene synthase gene","Patent: EP 0309862-A1 1 05-APR-1989;	BAYER AG",NA,NA
"325",58315001,"1  (bases 1 to 21)","Cassani,G., Blasi,F., Robbiati,F.M. and Nolli,M.",NA,"Modified plasminogen activators","Patent: EP 0308716-A2 4 29-MAR-1989;	GRUPPO LEPETIT S.P.A.; GRUPPO LEPETIT S.p.A",NA,NA
"326",58316001,"1  (bases 1 to 27)","Cassani,G., Blasi,F., Robbiati,F.M. and Nolli,M.",NA,"Modified plasminogen activators","Patent: EP 0308716-A2 5 29-MAR-1989;	GRUPPO LEPETIT S.P.A.; GRUPPO LEPETIT S.p.A",NA,NA
"327",58317001,"1  (bases 1 to 33)","Cassani,G., Blasi,F., Robbiati,F.M. and Nolli,M.",NA,"Modified plasminogen activators","Patent: EP 0308716-A2 6 29-MAR-1989;	GRUPPO LEPETIT S.P.A.; GRUPPO LEPETIT S.p.A",NA,NA
"328",58318001,"1  (bases 1 to 27)","Cassani,G., Blasi,F., Robbiati,F.M. and Nolli,M.",NA,"Modified plasminogen activators","Patent: EP 0308716-A2 7 29-MAR-1989;	GRUPPO LEPETIT S.P.A.; GRUPPO LEPETIT S.p.A",NA,NA
"329",58319001,"1  (bases 1 to 33)","Cassani,G., Blasi,F., Robbiati,F.M. and Nolli,M.",NA,"Modified plasminogen activators","Patent: EP 0308716-A2 8 29-MAR-1989;	GRUPPO LEPETIT S.P.A.; GRUPPO LEPETIT S.p.A",NA,NA
"330",58418001,"1  (bases 1 to 335)","Baulcombe,D.C., Mayo,M.A., Harrison,B.D. and Bevan,M.W.",NA,"Modification of plant viruses or their effects","Patent: EP 0242016-A1 1 21-OCT-1987;	AGRICULTURAL GENETICS COMPANY LIMITED",NA,NA
"331",267668001,"1  (bases 1 to 20)","Wu,R.J., Bahl,C.P. and Narang,S.A.",NA,"Oligonucleotides useful as adaptors in DNA cloning, adapted DNA	molecules, and methods of preparing adaptors and adapted molecules","Patent: US 4321365-A 1 23-MAR-1982;	Research Corporation; New York, NY",NA,NA
"332",267669001,"1  (bases 1 to 145)","Baxter,J.D., Roberts,J.L., Seeburg,P.H., Goodman,H.M. and Shine,J.",NA,"Adrenocorticotropin-lipotropin precursor gene","Patent: US 4322499-A 1 30-MAR-1982;	The Regents of the University of California; Berkeley, CA",NA,NA
"333",267677001,"1  (bases 1 to 87)","Reusser,F.",NA,"Hybrid plasmid and process of making same","Patent: US 4332898-A 1 01-JUN-1982;	The Upjohn Company; Kalamazoo, MI",NA,NA
"334",267678001,"1  (bases 1 to 120)","Reusser,F.",NA,"Hybrid plasmid and process of making same","Patent: US 4332898-A 2 01-JUN-1982;	The Upjohn Company; Kalamazoo, MI",NA,NA
"335",267685001,"1  (bases 1 to 251)","Gilbert,W. and Talmadge,K.",NA,"Mature protein synthesis","Patent: US 4338397-A 1 06-JUL-1982;	President and Fellows of Harvard College; Cambridge, MA",NA,NA
"336",267688001,"1  (bases 1 to 86)","Gilbert,W. and Talmadge,K.",NA,"Mature protein synthesis","Patent: US 4338397-A 4 06-JUL-1982;	President and Fellows of Harvard College; Cambridge, MA",NA,NA
"337",267690001,"1  (bases 1 to 75)","Gilbert,W. and Talmadge,K.",NA,"Mature protein synthesis","Patent: US 4338397-A 6 06-JUL-1982;	President and Fellows of Harvard College; Cambridge, MA",NA,NA
"338",267695001,"1  (bases 1 to 83)","Goeddel,D.V. and Heyneker,H.L.",NA,"Method of constructing a replicable cloning vehicle having	quasi-synthetic genes","Patent: US 4342832-A 2 03-AUG-1982;	Genentech, Inc.; South San Francisco, CA",NA,NA
"339",267697001,"1  (bases 1 to 556)","Goeddel,D.V. and Heyneker,H.L.",NA,"Method of constructing a replicable cloning vehicle having	quasi-synthetic genes","Patent: US 4342832-A 4 03-AUG-1982;	Genentech, Inc.; South San Francisco, CA",NA,NA
"340",267705001,"1  (bases 1 to 38)","Carey,N.H., Emtage,J.S., Tacon,W.C.A. and Hallewell,R.A.",NA,"Plasmid vectors, production anduse thereof","Patent: US 4349629-A 1 14-SEP-1982;	G.D. Searle & Co.; Skokie, IL",NA,NA
"341",267706001,"1  (bases 1 to 49)","Carey,N.H., Emtage,J.S., Tacon,W.C.A. and Hallewell,R.A.",NA,"Plasmid vectors, production anduse thereof","Patent: US 4349629-A 2 14-SEP-1982;	G.D. Searle & Co.; Skokie, IL",NA,NA
"342",267707001,"1  (bases 1 to 50)","Carey,N.H., Emtage,J.S., Tacon,W.C.A. and Hallewell,R.A.",NA,"Plasmid vectors, production anduse thereof","Patent: US 4349629-A 3 14-SEP-1982;	G.D. Searle & Co.; Skokie, IL",NA,NA
"343",267708001,"1  (bases 1 to 54)","Baxter,J.D., Fettes,I. and Shine,J.",NA,"Microbiological synthesis of beta endorphin","Patent: US 4350764-A 1 21-SEP-1982;	The Regents of the University of California; Berkeley, CA",NA,NA
"344",267710001,"1  (bases 1 to 91)","Baxter,J.D., Fettes,I. and Shine,J.",NA,"Microbiological synthesis of beta endorphin","Patent: US 4350764-A 3 21-SEP-1982;	The Regents of the University of California; Berkeley, CA",NA,NA
"345",267722001,"1  (bases 1 to 56)","Itakura,K.",NA,"Recombinant DNA cloning vehicle","Patent: US 4356270-A 2 26-OCT-1982;	Genentech, Inc.; San Francisco, CA",NA,NA
"346",267724001,"1  (bases 1 to 124)","Itakura,K.",NA,"Recombinant DNA cloning vehicle","Patent: US 4356270-A 4 26-OCT-1982;	Genentech, Inc.; San Francisco, CA",NA,NA
"347",267726001,"1  (bases 1 to 44)","Itakura,K.",NA,"Recombinant DNA cloning vehicle","Patent: US 4356270-A 6 26-OCT-1982;	Genentech, Inc.; San Francisco, CA",NA,NA
"348",267727001,"1  (bases 1 to 62)","Itakura,K.",NA,"Recombinant DNA cloning vehicle","Patent: US 4356270-A 7 26-OCT-1982;	Genentech, Inc.; San Francisco, CA",NA,NA
"349",267729001,"1  (bases 1 to 104)","Itakura,K.",NA,"Recombinant DNA cloning vehicle","Patent: US 4356270-A 9 26-OCT-1982;	Genentech, Inc.; San Francisco, CA",NA,NA
"350",267731001,"1  (bases 1 to 77)","Itakura,K.",NA,"Recombinant DNA cloning vehicle","Patent: US 4356270-A 11 26-OCT-1982;	Genentech, Inc.; San Francisco, CA",NA,NA
"351",267732001,"1  (bases 1 to 1742)","Emtage,J.S. and Carey,N.H.",NA,"Synthetic gene coding for influenza hemagglutinin","Patent: US 4357421-A 1 02-NOV-1982;	G. D. Searle & Co.; Skokie, IL",NA,NA
"352",267733001,"1  (bases 1 to 99)","Emtage,J.S. and Carey,N.H.",NA,"Synthetic gene coding for influenza hemagglutinin","Patent: US 4357421-A 2 02-NOV-1982;	G. D. Searle & Co.; Skokie, IL",NA,NA
"353",267735001,"1  (bases 1 to 102)","Emtage,J.S. and Carey,N.H.",NA,"Synthetic gene coding for influenza hemagglutinin","Patent: US 4357421-A 4 02-NOV-1982;	G. D. Searle & Co.; Skokie, IL",NA,NA
"354",267739001,"1  (bases 1 to 94)","Reusser,F.",NA,"Hybrid plasmid and process of making same","Patent: US 4362816-A 1 07-DEC-1982;	The Upjohn Company; Kalamazoo, MI",NA,NA
"355",267740001,"1  (bases 1 to 46)","Reusser,F.",NA,"Hybrid plasmid and process of making same","Patent: US 4362817-A 1 07-DEC-1982;	The Upjohn Company; Kalamazoo, MI",NA,NA
"356",267742001,"1  (bases 1 to 555)","Goodman,H.M., Shine,J. and Seeburg,P.H.",NA,"Recombinant DNA transfer vectors","Patent: US 4363877-A 2 14-DEC-1982;	The Regents of the University of California; Berkeley, CA",NA,NA
"357",267744001,"1  (bases 1 to 556)","Goodman,H.M., Shine,J. and Seeburg,P.H.",NA,"Recombinant DNA transfer vectors","Patent: US 4363877-A 4 14-DEC-1982;	The Regents of the University of California; Berkeley, CA",NA,NA
"358",267747001,"1  (bases 1 to 774)","Goodman,H.M., Shine,J. and Seeburg,P.H.",NA,"Recombinant DNA transfer vectors","Patent: US 4363877-A 7 14-DEC-1982;	The Regents of the University of California; Berkeley, CA",NA,NA
"359",267749001,"1  (bases 1 to 56)","Riggs,A.D.",NA,"Method for microbial polypeptide expression","Patent: US 4366246-A 2 28-DEC-1982;	Genentech, Inc.; So. San Francisco, CA",NA,NA
"360",267751001,"1  (bases 1 to 124)","Riggs,A.D.",NA,"Method for microbial polypeptide expression","Patent: US 4366246-A 4 28-DEC-1982;	Genentech, Inc.; So. San Francisco, CA",NA,NA
"361",267753001,"1  (bases 1 to 44)","Riggs,A.D.",NA,"Method for microbial polypeptide expression","Patent: US 4366246-A 6 28-DEC-1982;	Genentech, Inc.; So. San Francisco, CA",NA,NA
"362",267754001,"1  (bases 1 to 62)","Riggs,A.D.",NA,"Method for microbial polypeptide expression","Patent: US 4366246-A 7 28-DEC-1982;	Genentech, Inc.; So. San Francisco, CA",NA,NA
"363",267756001,"1  (bases 1 to 104)","Riggs,A.D.",NA,"Method for microbial polypeptide expression","Patent: US 4366246-A 9 28-DEC-1982;	Genentech, Inc.; So. San Francisco, CA",NA,NA
"364",267758001,"1  (bases 1 to 77)","Riggs,A.D.",NA,"Method for microbial polypeptide expression","Patent: US 4366246-A 11 28-DEC-1982;	Genentech, Inc.; So. San Francisco, CA",NA,NA
"365",267762001,"1  (bases 1 to 29)","Tiollais,P.",NA,"Vectors for the insertion therein of foreign DNA fragments,	according to any translation phase","Patent: US 4371625-A 1 01-FEB-1983;	Institut Pasteur; Paris;	FR;",NA,NA
"366",267797001,"1  (bases 1 to 1650)","Curtis,P.J. and Wunner,W.H.",NA,"DNA Which codes for glycoprotein of era-strain rabies virus","Patent: US 4393201-A 1 12-JUL-1983;	The Wistar Institute; Philadelphia, PA",NA,NA
"367",267800001,"1  (bases 1 to 142)","Weissman,S.M., Pereira,D. and Sood,A.",NA,"Method for cloning genes","Patent: US 4394443-A 2 19-JUL-1983;	Yale University; New Haven, CT",NA,NA
"368",267801001,"1  (bases 1 to 30)","Weissman,S.M., Pereira,D. and Sood,A.",NA,"Method for cloning genes","Patent: US 4394443-A 3 19-JUL-1983;	Yale University; New Haven, CT",NA,NA
"369",267802001,"1  (bases 1 to 30)","Weissman,S.M., Pereira,D. and Sood,A.",NA,"Method for cloning genes","Patent: US 4394443-A 4 19-JUL-1983;	Yale University; New Haven, CT",NA,NA
"370",267817001,"1  (bases 1 to 32)","Hartley,J.L. and Gregori,T.J.",NA,"Genetic reagents for generating plasmids containing multiple copies	of DNA segments","Patent: US 4403036-A 1 06-SEP-1983;	University of Iowa Research Foundation; Iowa City, IA",NA,NA
"371",267823001,"1  (bases 1 to 554)","Goodman,H.M., Shine,J. and Seeburg,P.H.",NA,"Purification of nucleotide sequences suitable for expression in	bacteria","Patent: US 4407948-A 2 04-OCT-1983;	The Regents of the University of California; Berkeley, CA",NA,NA
"372",267825001,"1  (bases 1 to 556)","Goodman,H.M., Shine,J. and Seeburg,P.H.",NA,"Purification of nucleotide sequences suitable for expression in	bacteria","Patent: US 4407948-A 4 04-OCT-1983;	The Regents of the University of California; Berkeley, CA",NA,NA
"373",267827001,"1  (bases 1 to 775)","Goodman,H.M., Shine,J. and Seeburg,P.H.",NA,"Purification of nucleotide sequences suitable for expression in	bacteria","Patent: US 4407948-A 6 04-OCT-1983;	The Regents of the University of California; Berkeley, CA",NA,NA
"374",267839001,"1  (bases 1 to 957)","Goeddel,D.V.",NA,"Hybrid human leukocyte interferons","Patent: US 4414150-A 1 08-NOV-1983;	Genentech, Inc.; South San Francisco, CA",NA,NA
"375",267840001,"1  (bases 1 to 985)","Goeddel,D.V.",NA,"Hybrid human leukocyte interferons","Patent: US 4414150-A 2 08-NOV-1983;	Genentech, Inc.; South San Francisco, CA",NA,NA
"376",267841001,"1  (bases 1 to 876)","Goeddel,D.V.",NA,"Hybrid human leukocyte interferons","Patent: US 4414150-A 3 08-NOV-1983;	Genentech, Inc.; South San Francisco, CA",NA,NA
